A Lasco, Opera	Opera tam edita quam inedita		Johannes a Lasco, Opera tam edita quam inedita, hg. v. Abraham Kuyper, 2 Bde., Amsterdam-Den Haag 1866.
ABaslerRef	Aktensammlung zur Geschichte der Basler Reformation in den Jahren 1519 bis Anfang 1534		Aktensammlung zur Geschichte der Basler Reformation in den Jahren 1519 bis Anfang 1534, hg. v. Emil Dürr und Paul Roth, 6 Bde., Basel 1921-1950.
ABernerRef	Aktensammlung zur Geschichte der Berner Reformation 1521-1532		Aktensammlung zur Geschichte der Berner Reformation 1521-1532, hg. v. Rudolf Steck und Gustav Tobler, 2 Bde., Bern 1923.
ACO	Acta Conciliorum Oecumenicorum		Acta Conciliorum Oecumenicorum, hg. v. Eduard Schwartz, 4 Bde., Berlin 1914-1984; Serie 2, Berlin 1984ff.
ADB	Allgemeine Deutsche Biographie		Allgemeine Deutsche Biographie, 55 Bde., Leipzig 1875-1910; Registerband, München/Leipzig 1912.
ADRG	Akten der deutschen Reichsreligionsgespräche im 16. Jahrhundert		Akten der deutschen Reichsreligionsgespräche im 16. Jahrhundert, hg. v. Klaus Ganzer und Karl-Heinz zur Mühlen, Göttingen 2000ff.
AHVB	Archiv des Historischen Vereins des Kantons Bern		Archiv des Historischen Vereins des Kantons Bern, Bern 1855ff.
AL	Augustinus-Lexikon		Augustinus-Lexikon, hg. v. Cornelius P. Mayer, Basel 1994ff.
ARCEG	Acta reformationis catholicae ecclesiam Germaniae concernentia saeculi XVI.		Acta reformationis catholicae ecclesiam Germaniae concernentia saeculi XVI., hg. v. Georg Pfeilschifter, 6 Bde., Regensburg 1959-1974.
ARG	Archiv für Reformationsgeschichte	40	Archiv für Reformationsgeschichte, Bde. 1-40, Berlin 1903/04-1943 (Nachdruck: Vaduz 1964); Bd. 41, Tübingen 1948 (Nachdruck: Nendeln 1968); Bde. 42ff, Gütersloh 1951ff.
ASD (Erasmus)	Opera omnia Desiderii Erasmi Roterodami		Opera omnia Desiderii Erasmi Roterodami, Amsterdam 1969ff.
ASG	Anzeiger für schweizerische Geschichte		Anzeiger für schweizerische Geschichte, Bern 1870-1920.
ASchweizerRef (ASchweizer)	Actensammlung zur Schweizerischen Reformationsgeschichte in den Jahren 1521-1532, im Anschluß an die gleichzeitigen eidgenössischen Abschiede		Actensammlung zur Schweizerischen Reformationsgeschichte in den Jahren 1521-1532, im Anschluß an die gleichzeitigen eidgenössischen Abschiede bearb. und hg. v. Johannes Strickler, 5 Bde., Zürich 1878-1884 (Nachdruck: Zürich 1989).
AZürcherRef	Actensammlung zur Geschichte der Zürcher Reformation in den Jahren 1519-1533		Actensammlung zur Geschichte der Zürcher Reformation in den Jahren 1519-1533, hg. v. Emil Egli, Zürich 1879 (Nachdruck: Nieuwkoop 1973).
Adagia	ASD II/1-9		Erasmus, Adagia, ASD II/1-9, Amsterdam 1981-2005.
Adam, Elsass	Evangelische Kirchengeschichte der elsässischen Territorien bis zur Französischen Revolution		Johann Adam, Evangelische Kirchengeschichte der elsässischen Territorien bis zur Französischen Revolution, Straßburg 1928.
Adam, Inventaire	Inventaire des archives du chapitre de Saint-Thomas de Strasbourg		Jean Adam, Inventaire des archives du chapitre de Saint-Thomas de Strasbourg, Straßburg 1937.
Adam, Straßburg (Adam)	Evangelische Kirchengeschichte der Stadt Straßburg bis zur Französischen Revolution		Johann Adam, Evangelische Kirchengeschichte der Stadt Straßburg bis zur Französischen Revolution, Straßburg 1922.
Adelung	Grammatisch-kritisches Wörterbuch der Hochdeutschen Mundart		Johann Christoph Adelung, Grammatisch-kritisches Wörterbuch der Hochdeutschen Mundart, 4 Bde., Leipzig 1793-1801 (Nachdruck: Hildesheim 1990).
Allen (Erasmus, Corr.)	Opus epistolarum Des. Erasmi Roterodami		Opus epistolarum Des. Erasmi Roterodami, hg. v. Percy Stafford Allen und Helen Marym Allen in Zusammenarbeit mit Heathcote William Garrod, 12 Bde., Oxford 1906-1958.
Amerbach Korr.	Die Amerbachkorrespondenz		Die Amerbachkorrespondenz, hg. v. Alfred Hartmann, Beat Rudolf Jenny u.a., 11 Bde., Basel 1942-2010.
Amerbachs Werkstatt	Aus der Werkstatt der Amerbach-Edition. Christoph Vischer zum 90. Geburtstag		Ueli Dill und Beat R. Jenny (mit einem Beitrag von Alfred R. Weber), Aus der Werkstatt der Amerbach-Edition. Christoph Vischer zum 90. Geburtstag, Basel 2000.
Amico cuidam	Loci Communes		Vermigli Pietro Martire and Robertus MASSONIUS. 1576. Petri Martyris Vermilii ... Loci Communes. Ex Variis Ipsius Authoris Libris in Unum Volumen Collecti&Quatuor Classes Distributi. [Edited by R. Massonius.]. Londini: Ex typographia I. Kyngstoni.
Anshelm, Chronik (Anshelm)	Die Berner-Chronik des Valerius Anshelm		Die Berner-Chronik des Valerius Anshelm, hg. v. Historischen Verein des Kantons Bern, 6 Bde., Bern 1884-1901.
AppenzellWB (Koller/Signer)	Appenzellisches Wappen- und Geschlechterbuch		Appenzellisches Wappen- und Geschlechterbuch, hg. v. Ernst H. Koller und Jakob Signer, Bern/Aarau 1926.
Appenzeller Urk.	Appenzeller Urkundenbuch	2	Appenzeller Urkundenbuch, Bd. 2, bearb. v. Traugott Schieß, Trogen 1934.
Arbusow	Colores Rhetorici. Eine Auswahl rhetorischer Figuren und Gemeinplätze als Hilfsmittel für akademische Übungen an mittelalterlichen Texten		Leonid Arbusow, Colores Rhetorici. Eine Auswahl rhetorischer Figuren und Gemeinplätze als Hilfsmittel für akademische Übungen an mittelalterlichen Texten, hg. V. Helmut Peter, Göttingen 1963.
Aretino, Opere	Edizione nazionale delle opere di Pietro Aretino		Edizione nazionale delle opere di Pietro Aretino, Rom 1992ff.
Asmus, Magdeburg	1200 Jahre Magdeburg	1	Helmut Asmus, 1200 Jahre Magdeburg, Bd. 1: Die Jahre 805-1631, Magdeburg 2000.
Athenae rauricae	Athenae rauricae sive catalogus professorum Academiae Basiliensis		Athenae rauricae sive catalogus professorum Academiae Basiliensis, hg. v. [Johann Wilhelm Herzog], Basel 1778.
Augsburger Eliten	Augsburger Eliten des 16. Jahrhunderts. Prosopographie wirtschaftlicher und politischer Führungsgruppen 1500-1620		Augsburger Eliten des 16. Jahrhunderts. Prosopographie wirtschaftlicher und politischer Führungsgruppen 1500-1620, hg. v. Wolfgang Reinhard, bearb. v. Mark Häberlein, Ulrich Klinkert, Katarina Sieh-Burens und Reinhard Wendt, Berlin 1996.
Austro-Turcica	Austro-Turcica 1541-1552. Diplomatische Akten des habsburgischen Gesandtschaftsverkehrs mit der Hohen Pforte im Zeitalter Süleymans des Prächtigen		Austro-Turcica 1541-1552. Diplomatische Akten des habsburgischen Gesandtschaftsverkehrs mit der Hohen Pforte im Zeitalter Süleymans des Prächtigen, bearb. v. Srećko M. Džaja unter Mitarbeit von Günter Weiß, hg. v. Karl Nehring in Verbindung mit Mathias Bernath, München 1995 - Südosteuropäische Arbeiten 95.
BBA	Bibliotheca bibliographica Aureliana		Bibliotheca bibliographica Aureliana, Baden-Baden 1959ff.
BBKL	Biographisch-Bibliographisches Kirchenlexikon		Biographisch-Bibliographisches Kirchenlexikon, begründet und hg. v. Friedrich Wilhelm Bautz, fortgeführt von Traugott Bautz, Bd. 1-2, Hamm 1975/1990; Bd. 3-19, Herzberg 1992-2001; Bd. 20-36, Nordhausen 2002-2015.
BHR	Bibliothèque d'humanisme et Renaissance		Bibliothèque d'humanisme et Renaissance, Genf 1941ff.
BKS-Geheimschrift	Eine noch unbekannte Geheimschrift in der Korrespondenz zwischen Ambrosius Blarer und Heinrich Bullinger		Reinhard Bodenmann, Alexandra Kess und Judith Steiniger, Eine noch unbekannte Geheimschrift in der Korrespondenz zwischen Ambrosius Blarer und Heinrich Bullinger (1546-1553), in: ARG CIX, 2018, 413-427.
BNBelg	Biographie nationale publiée par l'Académie royale des sciences		Biographie nationale publiée par l'Académie royale des sciences, des lettres et des beaux-arts de Belgique, 28 Bde. und 16 Supplementbde., Brüssel 1866-1986.
BS	Berner Synodus mit den Schlußreden der Berner Disputation und dem Reformationsmandat		Berner Synodus mit den Schlußreden der Berner Disputation und dem Reformationsmandat, (übers. v. Markus Bieler), Bern 1978. - Dokumente der Berner Reformation.
BSHPF	Bulletin de la Société de l'histoire du protestantisme français		Bulletin de la Société de l'histoire du protestantisme français, Paris 1853ff.
BSLK	Die Bekenntnisschriften der evangelisch-lutherischen Kirche		Die Bekenntnisschriften der evangelisch-lutherischen Kirche, hg. im Gedenkjahr der Augsburgischen Konfession 1930, 12. Aufl., Göttingen 1999.
BSRK	Die Bekenntnisschriften der reformierten Kirche		Die Bekenntnisschriften der reformierten Kirche. In authentischen Texten mit geschichtlicher Einleitung und Register hg. v. Ernst Friedrich Karl Müller, Leipzig 1903 (Nachdruck: Zürich 1987).
BWKG	Blätter für Württembergische Kirchengeschichte		Blätter für Württembergische Kirchengeschichte, NF 1-47, Stuttgart 1897-1943; 3. Folge 48ff, Stuttgart 1948ff.
BZD (Vischer, BZD)	Bibliographie der Zürcher Druckschriften des 15. und 16. Jahrhunderts		Manfred Vischer, Bibliographie der Zürcher Druckschriften des 15. und 16. Jahrhunderts, Baden-Baden 1990 - BBA 124.
BZGA	Basler Zeitschrift für Geschichte und Altertumskunde		Basler Zeitschrift für Geschichte und Altertumskunde, Basel 1902ff.
Barge	Andreas Bodenstein von Karlstadt		Hermann Barge, Andreas Bodenstein von Karlstadt, I. Teil: Karlstadt und die Anfänge der Reformation; II. Teil: Karlstadt als Vorkämpfer des laienchristlichen Puritanismus, 2 Bde., Leipzig 1905 (Nachdruck: Nieuwkoop 1968).
Baum	Nach ihrem handschriftlichen Briefschatze, ihren gedruckten Schriften und anderen gleicchzeitigen Quellen		Johann Wilhelm Baum, Capito und Butzer, Straßburgs Reformatoren. Nach ihrem handschriftlichen Briefschatze, ihren gedruckten Schriften und anderen gleicchzeitigen Quellen, Elberfeld 1860. - LSRK III.
Belg. typ.	Belgica typographica		Belgica typographica, 1541-1600. Catalogus librorum impressorum ab anno MDXLI ad annum MDC in regionibus quae nunc Regni Belgarum partes sunt, bearb. v. Elly Cockx-Indestege (Bd. 1), Geneviève Glorieux (Bd. 1 bis 4) und Bart op de Beeck (Bd. 3 und 4), 4 Bde., Nieuwkoop 1968-1994.
Benzing, Buchdrucker	Die Buchdrucker des 16. und 17. Jahrhunderts im deutschen Sprachgebiet		Josef Benzing, Die Buchdrucker des 16. und 17. Jahrhunderts im deutschen Sprachgebiet, 2. Aufl., Wiesbaden 1982 - Beiträge zum Buch- und Bibliothekswesen 12.
Bernhard, Stephanskrone	Konsolidierung des reformierten Bekenntnisses im Reich der Stephanskrone. Ein Beitrag zur Kommunikationsgeschichte zwischen Ungarn und der Schweiz in der frühen Neuzeit		Jan-Andrea Bernhard, Konsolidierung des reformierten Bekenntnisses im Reich der Stephanskrone. Ein Beitrag zur Kommunikationsgeschichte zwischen Ungarn und der Schweiz in der frühen Neuzeit (1500-1700), Göttingen 2014 - Refo500 Academic Studies 19.
Bibliander Bibl. (Moser, Bibliander)	Annotierte Bibliographie der gedruckten Werke		Christian Moser, Theodor Bibliander (1505-1564). Annotierte Bibliographie der gedruckten Werke, Zürich 2009 - ZBRG 27.
Bibliographia Bucerana	Bibliographia Bucerana		Bibliographia Bucerana, unter Mitwirkung von Erwin Steinborn zusammengestellt und bearb. v. Robert Stupperich, in: SVRG LVIII/2 (Nr. 169), Gütersloh 1952, S. 37-96.
Bibliotheca Calviniana	Les oeuvres de Jean Calvin publiées au XVI. siècle		Rodolphe Peter und Jean-François Gilmont, Bibliotheca Calviniana. Les oeuvres de Jean Calvin publiées au XVI. siècle, 3 Bde., Genf 1991-2000 - THR 255. 281. 339.
Bibliotheca Erasmiana	Bibliotheca Erasmiana. Répertoire des Œuvres d’Erasme		Bibliotheca Erasmiana. Répertoire des Œuvres d’Erasme, 3 séries, Gent 1893 (Nachdruck: Nieuwkoop 1961).
Bibliotheca dissidentium	Bibliotheca dissidentium. Répertoire des non-conformistes religieux des seizième et dix-septièmes siècles		Bibliotheca dissidentium. Répertoire des non-conformistes religieux des seizième et dix-septièmes siècles, hg. v. André Séguenny in Zusammenarbeit mit Jean Rott; ab Bd. 24 hg. v. Martin Rothkegel, Baden-Baden/Bouxwiller 1980ff - BBA.
Bindseil	Philippi Melanchthonis epistolae, iudicia, consilia, testimonia aliorumque ad eum epistolae, quae in Corpore Reformatorum desiderantur		Philippi Melanchthonis epistolae, iudicia, consilia, testimonia aliorumque ad eum epistolae, quae in Corpore Reformatorum desiderantur, hg. v. Heinrich Ernst Bindseil, Halle a. d. Saale 1874 (Nachdruck: Hildesheim/New York 1975).
Bizer, Abendmahlsstreit	Studien zur Geschichte des Abendmahlsstreits im 16. Jahrhundert		Ernst Bizer, Studien zur Geschichte des Abendmahlsstreits im 16. Jahrhundert, Gütersloh 1940 (Nachdruck: Darmstadt 1962).
Blaise	Dictionnaire Latin-Français des auteurs chrétiens. Revu spécialement pour le vocabulaire théologique par Henri Chirat		Albert Blaise, Dictionnaire Latin-Français des auteurs chrétiens. Revu spécialement pour le vocabulaire théologique par Henri Chirat, Turnhout (1954).
Blanke	Der junge Bullinger		Fritz Blanke, Der junge Bullinger, 1504-1531. Mit Bilderbeilage bearb. v. Leo Weisz, Zürich (1942). – Zwingli-Bücherei 22.
Blarer BW	Briefwechsel der Brüder Ambrosius und Thomas Blaurer		Briefwechsel der Brüder Ambrosius und Thomas Blaurer, 1509-1567, bearb. v. Traugott Schieß, 3 Bde., Freiburg i. Br. 1908-1912.
Blarer-Gedenkschrift	Der Konstanzer Reformator Ambrosius Blarer 1492-1564. Gedenkschrift zu seinem 400. Todestag		Der Konstanzer Reformator Ambrosius Blarer 1492-1564. Gedenkschrift zu seinem 400. Todestag, hg. v. Bernd Moeller, Konstanz/Stuttgart 1964.
Blume, Goslar	Goslar und der Schmalkaldische Bund		Gundmar Blume, Goslar und der Schmalkaldische Bund 1527/31-1547, Goslar 1969 - Beiträge zur Geschichte der Stadt Goslar 26.
Bobzin, Koran	Der Koran im Zeitalter der Reformation. Studien zur Frühgeschichte der Arabistik und Islamkunde in Europa,		Hartmut Bobzin, Der Koran im Zeitalter der Reformation. Studien zur Frühgeschichte der Arabistik und Islamkunde in Europa, Habil. Erlangen/Nürnberg 1986, Stuttgart 1995 - Beiruter Texte und Studien 42.
Bodemer	Der Bannerhandel zwischen Appenzell und St. Gallen 1535-1539. Ein Beitrag zur Schweizerischen Kulturgeschichte des XVI. Jahrhunderts		Gottfried Bodemer, Der Bannerhandel zwischen Appenzell und St. Gallen 1535-1539. Ein Beitrag zur Schweizerischen Kulturgeschichte des XVI. Jahrhunderts, Diss. phil. Bern, St. Gallen 1905.
Bodenmann	Destin d'un autodidacte lorrain au siècle des Réformes		Reinhard Bodenmann, Wolfgang Musculus (1497-1563). Destin d'un autodidacte lorrain au siècle des Réformes, Genf 2000 - Travaux d'Humanisme et Renaissance 343.
Boehmer, Dryander	Francisci Dryandri, Hispani, epistolae quinquaginta		Francisci Dryandri, Hispani, epistolae quinquaginta, hg. v. Eduard Boehmer, in: Zeitschrift für die historische Theologie 40, 1870, S. 387-442.
Boesch, Gwalther (Boesch, Gwalthers Reise)	Rudolph Gwalthers Reise nach England im Jahr 1537		Paul Boesch, Rudolph Gwalthers Reise nach England im Jahr 1537, in: Zwa 8/8, 1947, 433-471.
Bonorand, Bündner Stud.	Bündner Studierende an höhern Schulen der Schweiz und des Auslandes im Zeitalter der Reformation und Gegenreformation		Conradin Bonorand, Bündner Studierende an höhern Schulen der Schweiz und des Auslandes im Zeitalter der Reformation und Gegenreformation, in: Jahresbericht der Historisch-Antiquarischen Gesellschaft von Graubünden 79, 1949, S. 89-174.
Bopp-I (Bopp; Bopp I)	Die evangelischen Geistlichen und Theologen in Elsaß und Lothringen von der Reformation bis zur Gegenwart		Marie-Joseph Bopp, Die evangelischen Geistlichen und Theologen in Elsaß und Lothringen von der Reformation bis zur Gegenwart, Neustadt a. d. Aisch 1959 - Genealogie und Landesgeschichte 1; Bibliothek familiengeschichtlicher Quellen 14.
Bopp-II (Bopp II)	Die evangelischen Gemeinden und Hohen Schulen in Elsaß und Lothringen von der Reformation bis zur Gegenwart		Marie-Joseph Bopp, Die evangelischen Gemeinden und Hohen Schulen in Elsaß und Lothringen von der Reformation bis zur Gegenwart, Neustadt a. d. Aisch 1963 - Genealogie und Landesgeschichte 5; Bibliothek familiengeschichtlicher Quellen 16.
Borsa, Siebenbürgen	Alte siebenbürgische Drucke (16. Jahrhundert)		Gedeon Borsa, Alte siebenbürgische Drucke (16. Jahrhundert), Böhlau 1996 - Schriften zur Landeskunde Siebenbürgens 21.
Bossert	Die württembergischen Kirchendiener bis 1556		Gustav Bossert, Die württembergischen Kirchendiener bis 1556, in: BWKG 9, 1905, 1-42.
Bosshart	Die Chronik des Laurencius Bosshart von Winterthur		Die Chronik des Laurencius Bosshart von Winterthur, 1185-1532, hg. v. Kaspar Hauser, Basel 1905. - QSRG III.
Bourquin, Biel	Stadtgeschichtliches Lexikon von der Römerzeit (Petinesca) bis Ende der 1930er Jahre		Werner und Marcus Bourquin, Biel. Stadtgeschichtliches Lexikon von der Römerzeit (Petinesca) bis Ende der 1930er Jahre, Biel 1999.
Bourrilly, Guillaume du Bellay	Guillaume du Bellay, seigneur de Langey		V.-L. Bourrilly, Guillaume du Bellay, seigneur de Langey, 1491-1543, Paris 1904.
Bourrilly/Weiss	Jean du Bellay, les Protestants et la Sorbonne		V.-L. Bourrilly et N. Weiss, Jean du Bellay, les Protestants et la Sorbonne (1529-1535), in: BSHPF 52, 1903, 193-231 und 53, 1904, 97-143.
Bouvier	Henri Bullinger, réformateur et conseiller œcuménique, le successeur de Zwingli, d'après sa correspondance avec les réformés et les humanistes de langue française, suivi de notes complémentaires et de XXVI lettres inédites en appendice		André Bouvier, Henri Bullinger, réformateur et conseiller œcuménique, le successeur de Zwingli, d'après sa correspondance avec les réformés et les humanistes de langue française, suivi de notes complémentaires et de XXVI lettres inédites en appendice, Neuchâtel/Paris 1940.
Brandi, Karl V. (Brandi)	Werden und Schicksal einer Persönlichkeit und eines Weltreiches		Karl Brandi, Kaiser Karl V. Werden und Schicksal einer Persönlichkeit und eines Weltreiches, 2 Bde., München 1937/1941.
Brecht, Blarer (Brecht; Brecht, Blarer in Schwaben)	Ambrosius Blarers Wirksamkeit in Schwaben, in: Der Konstanzer Reformator Ambrosius Blarer 1492-1564		Martin Brecht, Ambrosius Blarers Wirksamkeit in Schwaben, in: Der Konstanzer Reformator Ambrosius Blarer 1492-1564. Gedenkschrift zu seinem 400. Todestag, hg. v. Bernd Moeller, Konstanz/Stuttgart 1964, S. 140-171.
Briefe des Heidelberger Theologen Zacharias Ursinus (1534 bis 1583)	Heidelberger Jahrbücher	8	Benrath, G.A. (1964). Briefe des Heidelberger Theologen Zacharias Ursinus (1534–1583). In: Ernst, F. (eds) Heidelberger Jahrbücher. Heidelberger Jahrbücher, vol 8. Springer, Berlin, Heidelberg. https://doi.org/10.1007/978-3-642-46002-9_7
Brockmann	Die Konzilsfrage in den Flug- und Streitschriften des deutschen Sprachraumes 1518-1563		Thomas Brockmann, Die Konzilsfrage in den Flug- und Streitschriften des deutschen Sprachraumes 1518-1563, Göttingen 1998 - Schriftenreihe der Historischen Kommission bei der Bayerischen Akademie der Wissenschaften 57.
Bucer BW	Correspondance de Martin Bucer		Correspondance de Martin Bucer. Martin Bucer, Briefwechsel, hg. v. Jean Rott; ab Bd. 3 in Zusammenarbeit mit Christian Krieger u.a.; ab Bd. 4 hg. v. Reinhold Friedrich, Berndt Hamm, Wolfgang Simon u.a., Leiden 1979ff.
Bucer Bibl. (BucerBibl)	Bibliographie		Martin Bucer (1491-1551). Bibliographie, erstellt von Holger Pils, Stephan Ruderer und Petra Schaffrodt, hg. v. Gottfried Seebaß, Gütersloh 2005.
BucerDS	Martin Bucers Deutsche Schriften, im Auftrag der Heidelberger Akademie der Wissenschaften		Martin Bucers Deutsche Schriften, im Auftrag der Heidelberger Akademie der Wissenschaften hg. v. Robert Stupperich u.a., Gütersloh 1960ff.
BucerOL	Martini Buceri Opera Latina		Martini Buceri Opera Latina, Paris/Gütersloh 1954/55; Leiden 1982ff.
Bucher	Die Reformation in den Freien Ämtern und in der Stadt Bremgarten (bis 1531)		Adolf Bucher, Die Reformation in den Freien Ämtern und in der Stadt Bremgarten (bis 1531), Diss. phil. Freiburg/Schweiz, Sarnen 1950. – Beilage zum Jahresbericht der Kantonalen Lehranstalt Sarnen 1949-1950.
Bucholtz	Geschichte der Regierung Ferdinand des Ersten		Franz Bernhard von Bucholtz, Geschichte der Regierung Ferdinand des Ersten, 9 Bde., Wien 1831-1838 (Nachdruck: Graz 1968-1971).
Bullinger Digital	Digitale Erschliessung von Heinrich Bullingers Briefwechsel		Institut für Computerlinguistik und Institut für Schweizerische Reformationsgeschichte der Universität Zürich (Hrsg.): Bullinger Digital. Digitale Erschliessung von Heinrich Bullingers Briefwechsel. 2020-2022. www.bullinger-digital.ch/.
Bullinger, Testament (Bullinger, Pbrivates Testament)	Heinrich Bullingers privates Testament. Ein wiederentdecktes Selbstzeugnis des Reformators		Heinrich Bullingers privates Testament. Ein wiederentdecktes Selbstzeugnis des Reformators, hg. v. Rainer Henrich, in: ZTB 2010, NF 130, S. 1-40.
Bullinger, Tig. Chron.	Heinrich Bullinger, Tigurinerchronik		Heinrich Bullinger, Tigurinerchronik, hg. v. Hans Ulrich Bächtold, 3 Bde., Zürich 2018 - Heinrich Bullinger, Werke, 4. Abt.: Historische Schriften.
Burckhardt-Biedermann	Die Erneuerung der Universität zu Basel in den Jahren 1529-1539		Theophil Burckhardt-Biedermann, Die Erneuerung der Universität zu Basel in den Jahren 1529-1539, in: Beiträge zur vaterländischen Geschichte, hg. v. der Historischen und Antiquarischen Gesellschaft zu Basel, NF IV, 1892, S. 401-487.
Burmeister	Briefe Sebastian Münsters. Lateinisch und deutsch		Briefe Sebastian Münsters. Lateinisch und deutsch, hg. v. Karl Heinz Burmeister, Ingelheim am Rhein 1964.
Bächtold, Rat (Bächtold, Bullinger vor dem Rat)	Zur Gestaltung und Verwaltung des Zürcher Staatswesens in den Jahren 1531-1575		Hans Ulrich Bächtold, Heinrich Bullinger vor dem Rat. Zur Gestaltung und Verwaltung des Zürcher Staatswesens in den Jahren 1531-1575, Bern 1982 - ZBRG 12.
Bächtold, Schwurformel	"Das uns Gott helff und die Heiligen": Zürich im Streit um die eidgenössische Schwurformel		Hans Ulrich Bächtold, "Das uns Gott helff und die Heiligen": Zürich im Streit um die eidgenössische Schwurformel, in: Bewegung und Beharrung. Aspekte des reformierten Protestantismus, 1520-1650. FS für Emidio Campi, hg. v. Christian Moser und Peter Opitz unter Mitwirkung von Hans-Ulrich Bächtold, Luca Baschera und Alexandra Kess, Leiden/Boston 2009 - Studies in the History of Christian Traditions 144, S. 295-346.
Bächtold, Stäheli	"Eine fine hand zuͦ schreiben.” Glanz und Elend im Leben des Schönschreibers Israël		Hans Ulrich Bächtold, "Eine fine hand zuͦ schreiben.” Glanz und Elend im Leben des Schönschreibers Israël, 1596, in: Von Cyprian zur Walzenprägung. Streiflichter auf Zürcher Geist und Kultur der Bullingerzeit. Prof. Dr. Rudolf Schnyder zum 70. Geburtstag, hg. v. Hans Ulrich Bächtold, Zug 2001. - Studien und Texte zur Bullingerzeit 2, S. 115-143.
Bähler, Caroli	Petrus Caroli und Johannes Calvin. Ein Beitrag zur Geschichte und Kultur der Reformationszeit		Eduard Bähler, Petrus Caroli und Johannes Calvin. Ein Beitrag zur Geschichte und Kultur der Reformationszeit, in: JSG 29, 1904, S. 39-168.
Bähler, Dekan Haller	Dekan Johann Haller und die Berner Kirche 1548 bis 1575		Eduard Bähler, Dekan Johann Haller und die Berner Kirche 1548 bis 1575, in: Neues Berner Taschenbuch 28, 1922, S. 1-52 (abgekürzt Bähler, Dekan Haller I); 29, 1923, S. 1-65 (abgekürzt Bähler, Dekan Haller II); 30, 1924, S. 1-58 (abgekürzt Bähler, Dekan Haller III); 31, 1925, S. 1-61 (abgekürzt Bähler, Dekan Haller IV).
Bähler, Haller	Erlebnisse und Wirksamkeit des Predigers Johann Haller in Augsburg zur Zeit des schmalkaldischen Krieges		Eduard Bähler, Erlebnisse und Wirksamkeit des Predigers Johann Haller in Augsburg zur Zeit des schmalkaldischen Krieges, in: ZSKG 2, 1922, S. 1-69.
Bätscher, Kirchen- und Schulgeschichte	Kirchen- und Schulgeschichte der Stadt St. Gallen. Von Vadians Tod bis zur Gegenwart	I	Kirchen- und Schulgeschichte der Stadt St. Gallen. Von Vadians Tod bis zur Gegenwart, Bd. I.: 1550-1630, bearb. v. Theodor Wilhelm Bätscher, St. Gallen 1964.
Bèze, Corr.	Correspondance de Théodore de Bèze		Correspondance de Théodore de Bèze, zusammengetragen von Hippolyte Aubert, hg. v. Fernand Aubert, Henri Meylan, Alain Dufour u.a., 43 Bde, Genf 1960-2017.
Büchler, Appenzell (Büchler)	Die Politik des Landes Appenzell zwischen dem zweiten Kappeler Landfrieden und dem Goldenen Bund 1531-1586		Hans Büchler, Die Politik des Landes Appenzell zwischen dem zweiten Kappeler Landfrieden und dem Goldenen Bund 1531-1586, Diss. phil. Zürich, Bamberg 1969.
Büeler, Dasypodius (Büeler)	Ein Frauenfelder Humanist des 16. Jahrhunderts		Gustav Büeler, Petrus Dasypodius (Peter Hasenfratz). Ein Frauenfelder Humanist des 16. Jahrhunderts, Frauenfeld 1920 - Beilage zum Programm der thurgauischen Kantonsschule, Schuljahr 1919/20.
Bühler, Tobel	Geschichte der Johanniterkomturei Tobel		Hans Bühler, Geschichte der Johanniterkomturei Tobel, in: Thurgauische Beiträge zur vaterländischen Geschichte 122, 1985 (1986), S. 5-312.
Büsser, Bullinger	Heinrich Bullinger (1504-1575). Leben, Werk und Wirkung		Fritz Büsser, Heinrich Bullinger (1504-1575). Leben, Werk und Wirkung, 2 Bde., Zürich 2004/2005.
Büsser, De prophetae officio	De prophetae officio. Eine Gedenkrede Bullingers auf Zwingli		Fritz Büsser, De prophetae officio. Eine Gedenkrede Bullingers auf Zwingli, in: Festgabe Leonard von Muralt, zum siebzigsten Geburtstag 17. Mai 1970 überreicht von Freunden und Schülern, Zürich 1970, S. 245-257.
Büsser, Zwinglibild	Das katholische Zwinglibild. Von der Reformation bis zur Gegenwart		Fritz Büsser, Das katholische Zwinglibild. Von der Reformation bis zur Gegenwart, Zürich 1968.
CC	Corpus Catholicorum. Werke katholischer Schriftsteller im Zeitalter der Glaubensspaltung		Corpus Catholicorum. Werke katholischer Schriftsteller im Zeitalter der Glaubensspaltung, Münster in Westfalen 1919ff.
CChr-Gr	Corpus Christianorum. Series Graeca		Corpus Christianorum. Series Graeca, Turnhout/Paris 1977ff.
CChr-L (CChr)	Corpus Christianorum. Series Latina		Corpus Christianorum. Series Latina, Turnhout/Paris 1953ff.
CMD-CH	Katalog der datierten Handschriften in der Schweiz in lateinischer Schrift vom Anfang des Mittelalters bis 1550		Katalog der datierten Handschriften in der Schweiz in lateinischer Schrift vom Anfang des Mittelalters bis 1550, begründet von Albert Bruckner, in Zusammenarbeit mit dem Comité International de Paléographie hg. v. Max Burckhardt, Pascal Ladner und Martin Steinmann, 3 Bde., Dietikon/Zürich 1977-1991.
CO-R, Epist.	Ioannis Calvini Epistolae		Ioannis Calvini Epistolae, hg. v. Cornelis Augustijn und Frans Pieter van Stam, Genf 2005 - Ioannis Calvini Opera omnia denuo recognita et adnotatione critica instructa notisque illustrata, Series VI: Epistolae 1.
CR	Corpus Reformatorum		Corpus Reformatorum, Berlin u.a. 1834ff.
