Keller	Die Wiedereinsetzung des Herzogs Ulrich von Württemberg durch den Landgrafen Philipp von Hessen 1533/34		Alfred Keller, Die Wiedereinsetzung des Herzogs Ulrich von Württemberg durch den Landgrafen Philipp von Hessen 1533/34, Diss. Marburg 1912.
Keller, Jakob Ruf	Leben, Werk und Studien		Jakob Ruf. Leben, Werk und Studien, hg. v. Hildegard Elisabeth Keller, 5 Bde., Zürich 2008.
Kessler, Sabbata (Keßler, Sabbata)	Johannes Keßlers Sabbata mit kleineren Schriften und Briefen		Johannes Keßlers Sabbata mit kleineren Schriften und Briefen. Unter Mitwirkung von Emil Egli und Rudolf Schoch hg. v. Historischen Verein des Kantons St. Gallen, St. Gallen 1902.
Kilchenmann, Ehegericht	Die Organisation des zürcherischen Ehegerichts zur Zeit Zwinglis		Küngolt Kilchenmann, Die Organisation des zürcherischen Ehegerichts zur Zeit Zwinglis, Zürich 1946 - Quellen und Abhandlungen zur Geschichte des Schweizerischen Protestantismus 1.
Killy2 (Killy	Killy Literaturlexikon		Killy Literaturlexikon. Autoren und Werke des deutschsprachigen Kulturraumes, 2. vollständig überarbeitete Auflagen hg. v. Wilhelm Kühlmann, 13 Bde., Berlin 2008-2012.
Kindler von Knobloch	Oberbadisches Geschlechterbuch		Oberbadisches Geschlechterbuch, hg. v. der Badischen Historischen Kommission, bearb. v. Julius Kindler von Knobloch, 3 Bde., Heidelberg 1898-1919.
Kirch, Fugger	Die Fugger und der Schmalkaldische Krieg		Hermann Joseph Kirch, Die Fugger und der Schmalkaldische Krieg, München/Leipzig 1915 - Studien zur Fugger-Geschichte 5.
Kirchenordnung-ZH	Zürcher Kirchenordnungen 1520-1675		Zürcher Kirchenordnungen 1520-1675, hg. v. Philipp Wälchli und Emidio Campi, 2 Bde., Zürich 2011.
Kirchhofer (Kirchhofer, Myconius)	Oswald Myconius, Antistes der Baslerischen Kirche		Melchior Kirchhofer, Oswald Myconius, Antistes der Baslerischen Kirche, Zürich 1813.
Kirchhofer, Haller	Berthold Haller oder die Reformation von Bern		Melchior Kirchhofer, Berthold Haller oder die Reformation von Bern, Zürich 1828.
Kirchhoff	Die Belagerung und Eroberung Münsters 1534/35. Militärische Maßnahmen und politische Verhandlungen des Fürstbischofs Franz von Waldeck		Karl-Heinz Kirchhoff, Die Belagerung und Eroberung Münsters 1534/35. Militärische Maßnahmen und politische Verhandlungen des Fürstbischofs Franz von Waldeck, in: Westfälische Zeitschrift 112, 1962, S. 77-170.
Kirsch	Abundantissimum cornucopiae linguae Latinae et Germanicae selectum, quo continentur vocabula Latina omnis aevi		Adam Friedrich Kirsch, Abundantissimum cornucopiae linguae Latinae et Germanicae selectum, quo continentur vocabula Latina omnis aevi, Leipzig 1774.
Knittel, Thurgau-I (Knittel; Knittel, Reformation)	Die Reformation im Thurgau		Alfred L. Knittel, Die Reformation im Thurgau. Zum vierhundertjährigen Jubiläum hg. v. evangelischen Kirchenrat des Kantons Thurgau, Frauenfeld 1929.
Knittel, Thurgau-II (Knittel, Kirche)	Werden und Wachsen der evangelischen Kirche im Thurgau von der Reformation bis zum Landfrieden von 1712		Alfred L. Knittel, Werden und Wachsen der evangelischen Kirche im Thurgau von der Reformation bis zum Landfrieden von 1712. Bearb. im Auftrage des evangelischen Kirchenrates des Kantons Thurgau, Frauenfeld 1946.
Konstanz (Burkhardt/Dobras/Zimmermann)	Konstanz in der frühen Neuzeit. Reformation - Verlust der Reichsfreiheit - Österreichische Zeit		Martin Burkhardt, Wolfgang Dobras und Wolfgang Zimmermann, Konstanz in der frühen Neuzeit. Reformation - Verlust der Reichsfreiheit - Österreichische Zeit, Konstanz 1991 - Geschichte der Stadt Konstanz 3.
Krafft, HBKöln (Krafft)	Aufzeichnungen des schweizerischen Reformators Heinrich Bullinger über sein Studium zu Emmerich und Köln (1516-1522) und dessen Briefwechsel mit Freunden in Köln, Erzbischof Hermann von Wied etc. Ein Beitrag zur niederrheinisch-westfälischen Kirchen-, Schul- und Gelehrtengeschichte		Carl Krafft, Aufzeichnungen des schweizerischen Reformators Heinrich Bullinger über sein Studium zu Emmerich und Köln (1516-1522) und dessen Briefwechsel mit Freunden in Köln, Erzbischof Hermann von Wied etc. Ein Beitrag zur niederrheinisch-westfälischen Kirchen-, Schul- und Gelehrtengeschichte, Elberfeld 1870 (Sonderabdruck aus: Zeitschrift des Bergischen Geschichtsvereins 6, 1869, S. 193-340).
Krömer (Krömer, Aquilomontanus)	Der Briefwechsel des Hermannus Aquilomontanus mit Heinrich Bullinger		Eckart Krömer, Der Briefwechsel des Hermannus Aquilomontanus mit Heinrich Bullinger, in: Emder Jahrbuch für historische Landeskunde Ostfrieslands 87, 2007, S. 31-67.
Kuhaupt (Kuhaupt, Kirchenpolitik)	Veröffentlichte Kirchenpolitik. Kirche im publizistischen Streit zur Zeit der Religionsgespräche (1538-1541)		Georg Kuhaupt, Veröffentlichte Kirchenpolitik. Kirche im publizistischen Streit zur Zeit der Religionsgespräche (1538-1541), Göttingen 1998 - Forschungen zur Kirchen- und Dogmengeschichte 69.
Kutter (Kutter, Curione)	Celio Secondo Curione. Sein Leben und sein Werk (1503-1569)		Markus Kutter, Celio Secondo Curione. Sein Leben und sein Werk (1503-1569), Basel 1955 - Basler Beiträge zur Geschichtswissenschaft 54.
Köhler (Köhler, ZL)	Zwingli und Luther. Ihr Streit über das Abendmahl nach seinen politischen und religiösen Beziehungen		Walther Köhler, Zwingli und Luther. Ihr Streit über das Abendmahl nach seinen politischen und religiösen Beziehungen, 2 Bde., Leipzig 1924 / Gütersloh 1953 - QFRG 6f.
Köhler, Ehegericht	Zürcher Ehegericht und Genfer Konsistorium		Walther Köhler, Zürcher Ehegericht und Genfer Konsistorium, 2 Bde., Leipzig 1932/1942 - Quellen und Abhandlungen zur Schweizerischen Reformationsgeschichte 7 und 10.
Köhler, Hessen (Köhler, Hessen und die Schweiz)	Hessen und die Schweiz nach Zwinglis Tode im Spiegel gleichzeitiger Korrespondenzen		Walther Köhler, Hessen und die Schweiz nach Zwinglis Tode im Spiegel gleichzeitiger Korrespondenzen, in: Philipp der Großmütige. Beiträge zur Geschichte seines Lebens und seiner Zeit, hg. v. Historischen Verein für das Großherzogtum Hessen, Marburg 1904, S. 460-503.
König	Gazophylacium Latinitatis sive Lexicon novum Latino-Germanicum, in quo voces a Latinis scriptoribus iisque tam veteribus quam recentioribus usurpatae ... exhibentur		Georg Matthias König, Gazophylacium Latinitatis sive Lexicon novum Latino-Germanicum, in quo voces a Latinis scriptoribus iisque tam veteribus quam recentioribus usurpatae ... exhibentur, Nürnberg 1668.
LAW	Lexikon der Alten Welt		Lexikon der Alten Welt, hg. v. Carl Andresen u.a., Zürich/Stuttgart 1965 (Nachdruck: Zürich/München 1990).
LB	Desiderii Erasmi Roterodami opera omnia		Desiderii Erasmi Roterodami opera omnia, 10 Bde., Leiden 1703-1706 (Nachdruck: London 1962).
LHSz	Lateinische Grammatik		Manu Leumann, Johann Baptist Hofmann, Anton Szantyr, Lateinische Grammatik. Auf der Grundlage des Werkes von Friedrich Stolz und Joseph Hermann Schmalz, Bd. 1-3, München 1963-1979 - Handbuch der Altertumswissenschaft, 2. Abteilung, 2. Teil, Bd. 1-3.
LL	Allgemeines helvetisches, eydgenössisches oder schweitzerisches Lexicon		Hans Jacob Leu, Allgemeines helvetisches, eydgenössisches oder schweitzerisches Lexicon, 20 Teile, Zürich 1747-1765; 6 Supplementbände (Abk.: LL-Suppl.) von Hans Jacob Holzhalb, Zug 1786-1795.
LMA	Lexikon des Mittelalters		Lexikon des Mittelalters, 9 Bde. und Registerband, München u.a. 1980-1999.
LP	Letters and Papers, Foreign and Domestic, of the Reign of Henry VIII.		Letters and Papers, Foreign and Domestic, of the Reign of Henry VIII., Preserved in the Public Record Office, the British Museum and Elsewhere. Arranged and Catalogued by John Sherren Brewer, James Gairdner and Robert Henry Brodie, 21 Bde., London 1862-1910 (Nachdruck: Vaduz 1965).
LSRK	Leben und ausgewählte Schriften der reformierten Kirche		Leben und ausgewählte Schriften der reformierten Kirche, 10 Tle., Elberfeld 1857-1863.
LThK2 (LThK)	Lexikon für Theologie und Kirche		Lexikon für Theologie und Kirche, 2. Aufl., 10 Bde., Freiburg i. Br. 1957-1967.
LThK3 (LThK; LThK	Lexikon für Theologie und Kirche		Lexikon für Theologie und Kirche, 3. Aufl., 11 Bde., Freiburg i. Br. 1993-2001.
Lausberg	Handbuch der literarischen Rhetorik. Eine Grundlegung der Literaturwissenschaft		Heinrich Lausberg, Handbuch der literarischen Rhetorik. Eine Grundlegung der Literaturwissenschaft, 2 Bde., München 1960.
Lavater	Vom laͤben und tod deß Eerwirdigen und Hochgeleerten Herrn Heinrychen Bullingers / dieners der Kyrchen zuͦ Zürych /kurtze einfalte und warhaffte erzellung		Ludwig Lavater, Vom laͤben und tod deß Eerwirdigen und Hochgeleerten Herrn Heinrychen Bullingers / dieners der Kyrchen zuͦ Zürych /kurtze einfalte und warhaffte erzellung, Zürich 1576.
Lavater (Lavater, Täuferdisputation)	Berner Täuferdisputation 1538. Funktion, Gesprächsführung, Argumentation, Schriftgebrauch		Hans Rudolf Lavater, Berner Täuferdisputation 1538. Funktion, Gesprächsführung, Argumentation, Schriftgebrauch, in: "... lebenn nach der ler Jhesu ..." "Das sind aber wir!" Berner Täufer und Prädikanten im Gespräch 1538-1988, Bern 1989 - Informationsblätter, Schweizerischer Verein für Täufergeschichte 11/12.
Le Fur, Henri II	Henri II		Didier Le Fur, Henri II, Paris 2009.
Lengwiler	Die vorreformatorischen Prädikaturen der deutschen Schweiz. Von ihrer Entstehung bis 1530		Eduard Lengwiler, Die vorreformatorischen Prädikaturen der deutschen Schweiz. Von ihrer Entstehung bis 1530, Diss. phil., Freiburg/Schweiz 1955.
Lenz	Briefwechsel Landgraf Philipp's des Großmüthigen von Hessen mit Bucer		Briefwechsel Landgraf Philipp's des Großmüthigen von Hessen mit Bucer, hg. v. Max Lenz, 3 Bde., Leipzig 1880-1891 (Nachdruck: Osnabrück 1965) - Publikationen aus den Königlichen Preußischen Staatsarchiven 5. 28. 47.
Lenz, Bericht	Der Rechenschaftsbericht Philipps des Grossmüthigen über den Donaufeldzug 1546 und seine Quellen		Max Lenz, Der Rechenschaftsbericht Philipps des Grossmüthigen über den Donaufeldzug 1546 und seine Quellen, Marburg 1886.
Lenz, Kriegführung	Die Kriegführung der Schmalkaldener gegen Karl V. an der Donau		Max Lenz, Die Kriegführung der Schmalkaldener gegen Karl V. an der Donau, in: Historische Zeitschrift 49/3, 1883, 385-460.
Letters of Calvin	Letters of John Calvin. Compiled from the Original Manuscripts and Edited with Historical Notes by Jules Bonnet		Letters of John Calvin. Compiled from the Original Manuscripts and Edited with Historical Notes by Jules Bonnet [übersetzt von David Constable und Marcus Robert Gilchrist], Edinburgh-Philadelphia 1855-1858 (Nachdruck: Grand Rapids 1983).
Leu, Froschauer	Reformation als Auftrag: Der Zürcher Drucker Christoph Froschauer d.Ä.		Urs B. Leu, Reformation als Auftrag: Der Zürcher Drucker Christoph Froschauer d.Ä. (ca. 1490-1564), in: Zwa XLV, 2018, 1-80.
Leutsch/Schneidewin	Corpus paroemiographorum graecorum		Corpus paroemiographorum graecorum, hg. V. Ernst Ludwig von Leutsch und F. G. Schneidewin, Göttingen 1839/1851.
Lexer	Mittelhochdeutsches Handwörterbuch		Matthias Lexer, Mittelhochdeutsches Handwörterbuch, 3 Bde., Leipzig 1872-1878 (Nachdruck: Stuttgart 1979).
Lexutt	Rechtfertigung im Gespräch. Das Rechtfertigungsverständnis in den Religionsgesprächen von Hagenau, Worms und Regensburg 1540/41		Athina Lexutt, Rechtfertigung im Gespräch. Das Rechtfertigungsverständnis in den Religionsgesprächen von Hagenau, Worms und Regensburg 1540/41, Göttingen 1996 - Forschungen zur Kirchen- und Dogmengeschichte 64.
Ley	Kirchenzucht bei Zwinglich		Roger Ley, Kirchenzucht bei Zwinglich, Zürich (1948). - QAAGSP II.
Life, Early Writings and Eucharistic Writings of Peter Martyr		63	The Life, Early Letters and Eucharistic Writings of Peter Martyr. Introduced and edited by J. C. Mclelland and G. E. Duffield. The Courtenay Library of Reformation Classics. Oxford: Sutton Courtenay Press, 1989. iii 372 pp. Church History, 63(3), 499-499. doi:10.2307/3167593
Litz	Die reformatorische Bilderfrage in den schwäbischen Reichsstädten		Gudrun Litz, Die reformatorische Bilderfrage in den schwäbischen Reichsstädten, Tübingen 2007 - Spätmittelalter und Reformation, Neue Reihe 35.
Locher I	Grundzüge der Theologie Huldrich Zwinglis im Lichte seiner Christologie. Erster Teil: Die Gotteslehre		Gottfried W. Locher, Grundzüge der Theologie Huldrich Zwinglis im Lichte seiner Christologie. Erster Teil: Die Gotteslehre, Zürich 1952. - StDTh I.
Locher, Grundzüge	Grundzüge der Theologie Huldrych Zwinglis im Vergleich mit derjenigen Martin Luthers und Johannes Calvins		Gottfried W. Locher, Grundzüge der Theologie Huldrych Zwinglis im Vergleich mit derjenigen Martin Luthers und Johannes Calvins, in: Zwa XII 470-509. 545-595; [auch in: Gottfried W. Locher, Huldrych Zwingli in neuer Sicht. Zehn Beiträge zur Theologie der Zürcher Reformation, Zürich-Stuttgart 1969, S. 172-274].
Luther Bibl. (Benzing/Claus)	Lutherbibliographie		Josef Benzing und Helmut Claus, Lutherbibliographie, 2. Aufl., 2 Bde., Baden-Baden 1989/1994 - BBA 10. 143.
M-Basel (Basel, Matrikel)	Die Matrikel der Universität Basel		Die Matrikel der Universität Basel, hg. v. Hans Georg Wackernagel, 5 Bde., Basel 1951-1980.
M-Erfurt (Erfurt, Matrikel)	Acten der Erfurter Universität		Acten der Erfurter Universität, hg. v. Johann Christian Hermann Weissenborn, 3 Bde. (Bd. 3: Register zu den Jahren 1392-1636, bearb v. Adalbert Hortzschansky), Halle a. d. Saale 1881-1899 - Geschichtsquellen der Provinz Sachsen und angrenzender Gebiete VIII/1-3.
M-Freiburg (Freiburg, Matrikel)	Die Matrikel der Universität Freiburg im Breisgau von 1460-1656		Die Matrikel der Universität Freiburg im Breisgau von 1460-1656, bearb. und hg. v. Hermann Mayer, 2 Bde., Freiburg i. Br. 1907/1910 (Nachdruck: Nendeln 1976).
M-Heidelberg (Heidelberg, Matrikel)	Gustav Toepke und Paul Hintzelmann		Gustav Toepke und Paul Hintzelmann, Die Matrikel der Universität Heidelberg. Bd. 1: Von 1386 bis 1553; Bd. 2: Von 1554 bis 1662; Bd. 3: Personenregister, Ortsregister, Sach- und Wörterregister, Heidelberg 1884-1893.
M-Ingolstadt (Ingolstadt, Matrikel)	Die Matrikel der Ludwig-Maximilians-Universität Ingolstadt-Landshut-München		Die Matrikel der Ludwig-Maximilians-Universität Ingolstadt-Landshut-München, hg. v. Götz Freiherrn von Pölnitz, fortgeführt von Laetitia Boehm, Teil I: Ingolstadt, 5 Bde., München 1937-1984.
M-Jena (Jena, Matrikel I)	Die Matrikel der Universität Jena		Die Matrikel der Universität Jena, Bd. 1: 1548-1652, bearb. v. Georg Mentz in Verbindung mit Reinhold Jauernig, Jena 1944 - Veröffentlichungen der Thüringischen Historischen Kommission 1.
M-Köln (Matrikel, Köln; Köln, Matrikel)	Die Matrikel der Universität Köln		Die Matrikel der Universität Köln, bearb. v. Hermann Keussen, 3 Bde., Bonn 1892-1931 - Publikationen der Gesellschaft für rheinische Geschichtskunde VIII/1-3.
M-Leipzig (Leipzig, Matrikel)	Die Matrikel der Universität Leipzig		Die Matrikel der Universität Leipzig. Im Auftrag der Königlich Sächsischen Staatsregierung hg. v. Georg Erler, 3 Bde., Leipzig 1895-1902 (Nachdruck: Nendeln 1976).
M-Marburg	Catalogi studiosorum scholae Marpurgensis antiquissimi particula		Catalogi studiosorum scholae Marpurgensis antiquissimi particula, hg. v. Carolus Julius Caesar, 8 Teile, Marburg 1872-1880.
M-Marburg/Reg (Falckenheiner)	Personen- und Ortsregister zu der Matrikel und den Annalen der Universität Marburg 1527-1652		Wilhelm Falckenheiner, Personen- und Ortsregister zu der Matrikel und den Annalen der Universität Marburg 1527-1652, Marburg 1904.
M-Montpellier (Montpellier, Matrikel)	Matricule de l'Université de médecine de Montpellier (1503-1599)		Matricule de l'Université de médecine de Montpellier (1503-1599), hg. v. Marcel Gouron, Genf 1957 - THR 25.
M-Oxford/1 (Emden, I-III)	A Biographical Register of the University of Oxford to A. D. 1500		Alfred Brotherston Emden, A Biographical Register of the University of Oxford to A. D. 1500, 3 Bde., Oxford 1957-1959.
M-Oxford/2 (Emden)	A Biographical Register of the University of Oxford A. D. 1501 to 1540		Alfred Brotherston Emden, A Biographical Register of the University of Oxford A. D. 1501 to 1540, Oxford 1974.
M-Tübingen (Tübingen, Matrikel)	Die Matrikeln der Universität Tübingen	1	Die Matrikeln der Universität Tübingen, hg. v. Heinrich Hermelink, Bd. 1: Die Matrikeln von 1477-1600, Stuttgart 1906.
M-Wien (Wien, Matrikel)	Die Matrikel der Universität Wien, Graz u.a.		Die Matrikel der Universität Wien, Graz u.a. 1956ff - Publikationen des Instituts für Österreichische Geschichtsforschung, VI. Reihe: Quellen zur Geschichte der Universität Wien, 1. Abt.
M-Wittenberg (Wittenberg, Matrikel)	Album Academiae Vitebergensis ab a. Ch. MDII usque ad a. MDLX		Album Academiae Vitebergensis ab a. Ch. MDII usque ad a. MDLX, hg. v. Karl Eduard Förstemann, Otto Hartwig und Karl Gerhard, Leipzig 1841 (Bd. 1); Halle a. d. Saale 1894/1905 (Bde., 2f) (Nachdruck: Aalen 1976).
MAGZ	Mitteilungen der Antiquarischen Gesellschaft in Zürich		Mitteilungen der Antiquarischen Gesellschaft in Zürich, Zürich 1837ff.
MBW	Melanchthons Briefwechsel. Kritische und kommentierte Gesamtausgabe.	1	Melanchthons Briefwechsel. Kritische und kommentierte Gesamtausgabe, hg. v. Heinz Scheible, Bd. 1ff, Stuttgart/Bad Cannstatt 1977ff.
MBW-Reg (MBW, Regesten; Melanchthon BW, Regesten)	Melanchthons Briefwechsel. Kritische und kommentierte Gesamtausgabe. Regesten.		Melanchthons Briefwechsel. Kritische und kommentierte Gesamtausgabe. Regesten. Im Auftrag der Heidelberger Akademie der Wissenschaften hg. v. Heinz Scheible, Bd. 1ff, Stuttgart/Bad Cannstatt 1977ff.
MBW-T (MBW, Texte)	Melanchthons Briefwechsel. Kritische und kommentierte Gesamtausgabe. Texte.		Melanchthons Briefwechsel. Kritische und kommentierte Gesamtausgabe. Texte. Im Auftrag der Heidelberger Akademie der Wissenschaften hg. v. Heinz Scheible; ab Bd. 11 hg. v. Christine Mundhenk, Bd. 1ff, Stuttgart/Bad Cannstatt 1991ff.
ME (Mennonite Encyclopedia)	The Mennonite Encyclopedia. A Comprehensive Reference Work on the Anabaptist-Mennonite Movement		The Mennonite Encyclopedia. A Comprehensive Reference Work on the Anabaptist-Mennonite Movement, hg. v. Harold S. Bender u.a., 5 Bde., Scottdale, Pennsylvania, 1955-1990.
MGEGDE2 (MGEGDE	Mittheilungen der Gesellschaft für Erhaltung der Geschichtlichen Denkmäler im Elsass	2	Mittheilungen der Gesellschaft für Erhaltung der Geschichtlichen Denkmäler im Elsass, 2. Folge, Straßburg 1870-1912.
MGH-Ep (MGH.Ep)	Monumenta Germaniae Historica. Epistolae		Monumenta Germaniae Historica. Epistolae, Berlin 1887ff.
MGH-LNG (MGH.LNG)	Monumenta Germaniae Historica. Leges nationum Germanicarum		Monumenta Germaniae Historica. Leges nationum Germanicarum, Hannover 1886ff.
MGH-PL (MGH.PL)	Monumenta Germaniae Historica. Poetae Latini medii aevi		Monumenta Germaniae Historica. Poetae Latini medii aevi, Berlin u.a. 1881ff.
MGH-S (MGH.SS)	Monumenta Germaniae Historica. Scriptores		Monumenta Germaniae Historica. Scriptores, Hannover 1826ff.
ML	Mennonitisches Lexikon		Mennonitisches Lexikon, 4 Bde., Frankfurt a.M. - Weierhof/Pfalz 1913/1937, Karlsruhe 1958/1967.
MLW	Mittellateinisches Wörterbuch		Mittellateinisches Wörterbuch, hrsg. von der Bayerischen Akademie der Wissenschaften, München, 1959ff.
MO	Philippi Melanthonis opera quae supersunt omnia		Philippi Melanthonis opera quae supersunt omnia, hg. v. Carolus Gottlieb Bretschneider, Henricus Ernestus Bindseil, 28 Bde., Halle a. d. Saale/Braunschweig 1835-1860 - CR I-XXVIII (Nachdruck: New York u.a. 1963).
MPG	Patrologia Graeca		Patrologia Graeca, hg. v. Jacques Paul Migne, 162 Bde. und 1 Registerband, Paris 1857-1912.
MPL	Patrologia Latina		Patrologia Latina, hg. v. Jacques Paul Migne, 217 Bde. und 4 Register-Bde., Paris 1878-1890; Supplementum, 5 Bde., Paris 1958-1974.
MQR	The Mennonite Quarterly Review		The Mennonite Quarterly Review, Goshen 1927ff.
MVG	Mitteilungen zur vaterländischen Geschichte		Mitteilungen zur vaterländischen Geschichte, hg. v. Historischen Verein des Kantons St. Gallen, St. Gallen 1862ff.
MWA (MSA)	Melanchthons Werke in Auswahl (Studienausgabe)		Melanchthons Werke in Auswahl (Studienausgabe), hg. v. Robert Stupperich u.a., 7 Teile in 9 Bden., Gütersloh 1951-1975.
MacCulloch, Cranmer	Thomas Cranmer. A Life		Diarmaid MacCulloch, Thomas Cranmer. A Life, New Haven/London 1996.
Maeder, Unruhe	Die Unruhe der Zürcher Landschaft nach Kappel (1531/1532) oder: Aspekte einer Herrschaftskrise		Kurt Maeder, Die Unruhe der Zürcher Landschaft nach Kappel (1531/1532) oder: Aspekte einer Herrschaftskrise, in: Zwa XIV 109-144.
Maeder, Via Media	Die Via Media in der Schweizerischen Reformation. Studien zum Problem der Kontinuität im Zeitalter der Glaubensspaltung		Kurt Maeder, Die Via Media in der Schweizerischen Reformation. Studien zum Problem der Kontinuität im Zeitalter der Glaubensspaltung, Zürich 1970. - ZBRG II.
Mameranus, Exerc.	Catalogus omnium generalium, tribunorum, ducum, primorumque totius Exercitus Caroli V. imperatoris augusti et Ferdinandi Regis Romanorum super rebelleis et inobedienteis Germaniae quosdam principes ac civitates conscripti anno 1546		Nicolaus Mameranus, Catalogus omnium generalium, tribunorum, ducum, primorumque totius Exercitus Caroli V. imperatoris augusti et Ferdinandi Regis Romanorum super rebelleis et inobedienteis Germaniae quosdam principes ac civitates conscripti anno 1546, Köln, Heinrich Mameranus, 1550.
Mameranus, Fam.	Catalogus familiae totius aulae Caesareae per expeditionem adversus inobedientes ... anno. 1547 et 1548		Nicolaus Mameranus, Catalogus familiae totius aulae Caesareae per expeditionem adversus inobedientes ... anno. 1547 et 1548, Köln, Heinrich Mameranus, 1550.
Mameranus, Heer	Des gantzen Heerzugs Römischer Kayserlichen Mayestät jüngst volfürter Kriegsrüstung ... mit sonderlicher Erzelung der Namen aller Obersten, Comissarien, Hauptleuten und Befehlhaber ...		Nicolaus Mameranus, Des gantzen Heerzugs Römischer Kayserlichen Mayestät jüngst volfürter Kriegsrüstung ... mit sonderlicher Erzelung der Namen aller Obersten, Comissarien, Hauptleuten und Befehlhaber ..., [Würzburg, Johann Müller], 1548.
Mameranus, Rebel.	Catalogus expeditionis rebellium principum ac civitatum Germaniae sub duobus potissimum generalibus praefectis, Iohanne Friderico, Duce Electore Saxoniae, et Philippo Lantgravio Hessiae contra Carolum V. ... conscriptae et productae anno. 1546		Nicolaus Mameranus, Catalogus expeditionis rebellium principum ac civitatum Germaniae sub duobus potissimum generalibus praefectis, Iohanne Friderico, Duce Electore Saxoniae, et Philippo Lantgravio Hessiae contra Carolum V. ... conscriptae et productae anno. 1546, Köln, Heinrich Mameranus, 1550.
Manuel	Niklaus Manuel	2	Niklaus Manuel, hg. v. Jakob Bächtold, Frauenfeld 1878. - Bibliothek älterer Schriftwerke der deutschen Schweiz und ihres Grenzgebietes, Bd. II.
Marburg, Matrikel II	Diem natalem augustissimi et potentissimi imperatoris ac regis Guilielmi I. ab academia Marburgensi … oratione in aula gymnasii habenda celebrandum indicit Carolus Julius Caesar. Inest catalogi studiosorum scholae Marpurgensis antiquissimi particula altera		Diem natalem augustissimi et potentissimi imperatoris ac regis Guilielmi I. ab academia Marburgensi … oratione in aula gymnasii habenda celebrandum indicit Carolus Julius Caesar. Inest catalogi studiosorum scholae Marpurgensis antiquissimi particula altera, Marburg [1874].
Marmor, Übergabe	Die Übergabe der Stadt Konstanz an's Haus Österreich im J. 1548	47	Johannes Marmor, Die Übergabe der Stadt Konstanz an's Haus Österreich im J. 1548. Aus dem Archive der Stadt Konstanz, in: Sitzungsberichte der Philosophisch-Historischen Classe der Kaiserlichen Akademie der Wissenschaften, Bd. 47, Wien 1864, H. I und II, S. 278-314.
Mattausch	Die Reichsstadt Straßburg im Schmalkaldischen Bund am Vorabend des Krieges von 1546/47		Rudolf Mattausch, Die Reichsstadt Straßburg im Schmalkaldischen Bund am Vorabend des Krieges von 1546/47, Diss. der Philosophischen Fakultät der Albert-Ludwigs-Universität zu Freiburg i.Br., Freiburg [1954] (Maschinenschrift).
Maurer, Übergang	Der Übergang der Stadt Konstanz an das Haus Oesterreich nach dem schmalkaldischen Kriege		Anton Maurer, Der Übergang der Stadt Konstanz an das Haus Oesterreich nach dem schmalkaldischen Kriege, in: Schriften des Vereins für Geschichte des Bodensees und seiner Umgebung 33, 1904, 3-86.
Melanchthon-Bibliogr.	Melanchthon-Bibliographie, 1510-1560		Helmut Claus, Melanchthon-Bibliographie, 1510-1560, 4 Bde., Gütersloh 2014 - Quellen und Forschungen zur Reformationsgeschichte 87/1-4.
Memorabilia Tigurina	Memorabilia Tigurina oder Merckwürdigkeiten der Stadt und Landschafft Zürich in alphabetischer Ordnung, enthaltend was sich vom Ursprung der Stadt biß auf Anno 1710 in dem Regiment, in Kirchen und Schulen ... zugetragen		Memorabilia Tigurina oder Merckwürdigkeiten der Stadt und Landschafft Zürich in alphabetischer Ordnung, enthaltend was sich vom Ursprung der Stadt biß auf Anno 1710 in dem Regiment, in Kirchen und Schulen ... zugetragen, bearbeitet von Hans Heinrich Bluntschli u.a., Zürich 1742.
Mentz	Johann Friedrich der Grossmütige 1503-1554		Georg Mentz, Johann Friedrich der Grossmütige 1503-1554, 3 Bde., Jena 1903-1908 - Beiträge zur neueren Geschichte Thüringens 1.
Meyer, Kappel (Meyer, Der Zweite Kappeler Krieg)	Der Zweite Kappeler Krieg. Die Krise der Schweizerischen Reformation		Helmut Meyer, Der Zweite Kappeler Krieg. Die Krise der Schweizerischen Reformation, Zürich 1976.
Meyer, Kollatur (Meyer, Zürich und Rom)	Zürich und Rom. Ordentliche Kollatur und päpstliche Provisionen am Frau- und Grossmünster 1316-1523		Andreas Meyer, Zürich und Rom. Ordentliche Kollatur und päpstliche Provisionen am Frau- und Grossmünster 1316-1523, Tübingen 1986 - Bibliothek des Deutschen Historischen Instituts in Rom 64.
Meyer, Loc/1 (Meyer, Locarno)	Die evangelische Gemeinde in Locarno, ihre Auswanderung nach Zürich und ihre weitern Schicksale. Ein Beitrag zur Geschichte der Schweiz im sechszehnten Jahrhundert nach bisher meist unbenutzten handschriftlichen Quellen		Ferdinand Meyer, Die evangelische Gemeinde in Locarno, ihre Auswanderung nach Zürich und ihre weitern Schicksale. Ein Beitrag zur Geschichte der Schweiz im sechszehnten Jahrhundert nach bisher meist unbenutzten handschriftlichen Quellen, 2 Bde., Zürich 1836.
Meyer, Locarno	La comunità riformata di Locarno e il suo esilio a Zurigo nel XVI secolo		Ferdinand Meyer, La comunità riformata di Locarno e il suo esilio a Zurigo nel XVI secolo, übersetzt von Brigitte Schwarz, Rom 2005.
MiscTig. (Misc. Tig.)	Miscellanea Tigurina edita, inedita, vetera, nova, theologica, historica, etc.		Miscellanea Tigurina edita, inedita, vetera, nova, theologica, historica, etc., hg. v. Johann Jakob Ulrich, 3 Bde., Zürich 1722-1724.
